Sample,Cache (cycles),DRAM (cycles)
40049,47,333
40050,48,333
40051,49,1078
40052,48,332
40053,47,333
40054,47,333
40055,45,331
40056,51,330
40057,49,337
40058,47,337
40059,48,333
40060,47,330
40061,49,331
40062,45,1195
40063,49,329
40064,48,344
40065,47,332
40066,49,1213
40067,50,334
40068,44,334
40069,49,331
40070,47,331
40071,47,331
40072,51,333
40073,47,332
40074,49,329
40075,45,331
40076,49,330
40077,47,807
40078,46,334
40079,47,327
40080,51,331
40081,51,333
40082,43,331
40083,49,330
40084,45,335
40085,48,327
40086,45,333
40087,49,333
40088,47,1082
40089,48,330
40090,47,337
40091,48,329
40092,45,331
40093,45,333
40094,47,329
40095,47,329
40096,48,336
40097,49,337
40098,48,334
40099,45,1065
40100,49,330
40101,49,331
40102,48,334
40103,49,333
40104,44,333
40105,49,331
40106,45,335
40107,51,333
40108,49,329
40109,51,332
40110,49,1124
40111,49,325
40112,49,331
40113,48,336
40114,47,333
40115,48,334
40116,49,337
40117,48,332
40118,47,331
40119,49,333
40120,47,335
40121,46,1132
40122,47,329
40123,47,338
40124,51,331
40125,47,332
40126,49,335
40127,51,332
40128,49,331
40129,48,329
40130,45,333
40131,44,333
40132,47,1060
40133,47,331
40134,49,331
40135,49,331
40136,47,332
40137,49,331
40138,50,327
40139,49,331
40140,49,337
40141,49,332
40142,49,331
40143,48,1163
40144,47,332
40145,45,335
40146,48,330
40147,49,331
40148,47,331
40149,49,335
40150,46,331
40151,49,333
40152,45,335
40153,51,331
40154,45,1055
40155,51,330
40156,49,335
40157,46,331
40158,49,333
40159,45,333
40160,47,334
40161,49,333
40162,46,333
40163,49,329
40164,51,325
40165,49,1086
40166,51,330
40167,45,333
40168,46,334
40169,45,329
40170,49,333
40171,49,328
40172,49,331
40173,48,332
40174,45,331
40175,48,329
40176,47,1058
40177,46,329
40178,47,335
40179,49,331
40180,45,336
40181,47,337
40182,46,336
40183,49,331
40184,50,331
40185,47,331
40186,49,333
40187,49,1134
40188,46,336
40189,47,333
40190,48,331
40191,49,333
40192,49,337
40193,49,332
40194,49,335
40195,46,333
40196,47,335
40197,47,335
40198,49,1134
40199,48,334
40200,49,329
40201,45,333
40202,47,337
40203,46,333
40204,49,333
40205,49,331
40206,49,333
40207,49,327
40208,51,336
40209,47,1075
40210,49,331
40211,48,336
40212,47,333
40213,49,331
40214,45,335
40215,47,337
40216,49,329
40217,47,331
40218,49,334
40219,49,331
40220,51,1065
40221,51,333
40222,50,334
40223,45,333
40224,46,331
40225,47,331
40226,49,335
40227,47,333
40228,49,335
40229,49,331
40230,49,331
40231,47,1082
40232,46,334
40233,47,329
40234,47,335
40235,47,334
40236,47,329
40237,50,334
40238,47,331
40239,50,331
40240,47,331
40241,49,335
40242,49,1137
40243,49,330
40244,51,329
40245,50,338
40246,47,329
40247,47,329
40248,47,334
40249,47,331
40250,46,327
40251,47,333
40252,51,329
40253,45,1068
40254,44,335
40255,49,335
40256,45,329
40257,48,330
40258,49,331
40259,45,333
40260,49,330
40261,47,333
40262,48,329
40263,49,331
40264,47,1152
40265,47,331
40266,48,334
40267,49,333
40268,46,335
40269,49,329
40270,49,331
40271,47,333
40272,45,329
40273,49,332
40274,47,333
40275,46,1071
40276,49,331
40277,49,330
40278,47,333
40279,48,330
40280,51,333
40281,50,336
40282,49,329
40283,49,333
40284,49,333
40285,47,333
40286,47,1065
40287,48,335
40288,47,339
40289,46,334
40290,45,335
40291,46,330
40292,47,329
40293,49,333
40294,45,335
40295,47,335
40296,44,335
40297,45,1020
40298,45,331
40299,49,337
40300,49,335
40301,47,333
40302,47,332
40303,47,335
40304,48,330
40305,45,335
40306,48,334
40307,47,327
40308,49,1136
40309,45,331
40310,48,336
40311,47,329
40312,46,334
40313,51,331
40314,48,331
40315,45,335
40316,47,331
40317,47,328
40318,47,333
40319,48,1081
40320,48,327
40321,47,339
40322,47,329
40323,45,334
40324,49,335
40325,48,330
40326,51,327
40327,47,331
40328,51,333
40329,45,335
40330,51,1134
40331,51,331
40332,47,337
40333,47,333
40334,49,328
40335,49,333
40336,48,331
40337,47,331
40338,45,331
40339,49,326
40340,47,335
40341,47,1067
40342,49,333
40343,46,330
40344,45,335
40345,49,335
40346,47,333
40347,49,335
40348,47,326
40349,47,329
40350,46,332
40351,47,333
40352,47,1069
40353,51,331
40354,46,331
40355,45,334
40356,47,331
40357,48,330
40358,49,333
40359,48,331
40360,47,331
40361,47,331
40362,47,334
40363,49,1152
40364,45,331
40365,51,330
40366,49,335
40367,48,334
40368,49,331
40369,48,330
40370,49,331
40371,49,333
40372,49,332
40373,49,333
40374,48,1069
40375,45,329
40376,46,328
40377,49,333
40378,45,876
40379,48,334
40380,46,336
40381,45,335
40382,45,335
40383,48,336
40384,49,337
40385,46,334
40386,49,331
40387,46,329
40388,47,330
40389,51,943
40390,49,333
40391,48,333
40392,47,334
40393,45,335
40394,45,335
40395,48,336
40396,47,337
40397,45,331
40398,48,330
40399,45,338
40400,45,335
40401,47,756
40402,49,335
40403,48,331
40404,49,334
40405,45,333
40406,47,335
40407,47,331
40408,48,334
40409,47,329
40410,47,333
40411,49,335
40412,48,1014
40413,47,329
40414,48,333
40415,48,334
40416,49,331
40417,47,331
40418,45,331
40419,48,333
40420,49,332
40421,51,333
40422,47,333
40423,47,1199
40424,49,329
40425,45,335
40426,48,332
40427,49,332
40428,49,331
40429,47,331
40430,47,331
40431,47,335
40432,46,332
40433,47,332
40434,45,1213
40435,47,336
40436,47,331
40437,51,333
40438,50,333
40439,49,330
40440,45,333
40441,49,329
40442,51,329
40443,50,338
40444,47,329
40445,45,337
40446,51,756
40447,51,335
40448,44,331
40449,50,328
40450,51,331
40451,49,337
40452,47,329
40453,46,331
40454,47,338
40455,49,335
40456,49,335
40457,46,994
40458,49,331
40459,48,336
40460,49,333
40461,47,329
40462,47,329
40463,46,336
40464,47,333
40465,45,335
40466,47,337
40467,50,330
40468,47,1191
40469,48,333
40470,47,334
40471,49,335
40472,47,337
40473,48,330
40474,47,330
40475,45,337
40476,45,331
40477,48,330
40478,47,329
40479,47,1205
40480,47,332
40481,47,331
40482,45,337
40483,45,331
40484,46,331
40485,47,336
40486,47,335
40487,43,337
40488,48,330
40489,47,333
40490,49,1223
40491,51,329
40492,45,331
40493,48,331
40494,49,330
40495,49,333
40496,47,329
40497,49,331
40498,48,327
40499,49,330
40500,49,337
40501,47,1148
40502,45,331
40503,45,335
40504,51,335
40505,48,328
40506,47,334
40507,45,331
40508,51,327
40509,48,335
40510,46,334
40511,49,331
40512,47,1211
40513,47,333
40514,45,333
40515,49,335
40516,46,329
40517,45,334
40518,45,331
40519,51,331
40520,49,325
40521,49,331
40522,50,333
40523,46,1159
40524,46,330
40525,49,329
40526,49,327
40527,49,333
40528,45,335
40529,46,336
40530,47,333
40531,47,329
40532,49,329
40533,48,332
40534,49,329
40535,45,758
40536,47,329
40537,47,331
40538,46,337
40539,47,334
40540,47,331
40541,45,329
40542,49,333
40543,48,328
40544,51,331
40545,49,339
40546,45,937
40547,47,335
40548,48,336
40549,49,338
40550,49,335
40551,47,329
40552,46,328
40553,47,333
40554,51,329
40555,47,331
40556,48,340
40557,49,332
40558,49,756
40559,47,336
40560,47,341
40561,45,333
40562,50,332
40563,49,335
40564,49,333
40565,45,329
40566,46,331
40567,49,336
40568,49,335
40569,49,988
40570,45,331
40571,45,331
40572,51,333
40573,48,338
40574,49,330
40575,45,333
40576,51,335
40577,49,329
40578,46,334
40579,49,332
40580,49,337
40581,45,754
40582,45,333
40583,49,331
40584,46,336
40585,49,332
40586,45,333
40587,49,331
40588,49,331
40589,48,331
40590,46,336
40591,45,335
40592,47,1012
40593,47,333
40594,47,335
40595,45,335
40596,48,331
40597,47,332
40598,47,329
40599,49,329
40600,49,335
40601,47,329
40602,48,336
40603,49,1152
40604,45,332
40605,49,329
40606,46,336
40607,45,333
40608,51,331
40609,50,333
40610,46,328
40611,47,331
40612,49,331
40613,45,337
40614,50,1220
40615,46,334
40616,46,332
40617,49,330
40618,49,331
40619,45,335
40620,47,333
40621,46,332
40622,45,334
40623,47,331
40624,49,333
40625,46,1228
40626,46,332
40627,49,329
40628,49,331
40629,49,333
40630,46,335
40631,47,334
40632,47,331
40633,49,341
40634,46,334
40635,49,333
40636,49,1138
40637,49,330
40638,49,331
40639,49,329
40640,49,329
40641,49,331
40642,48,332
40643,49,335
40644,47,331
40645,47,337
40646,48,336
40647,49,1235
40648,49,327
40649,47,333
40650,48,332
40651,49,333
40652,47,333
40653,46,333
40654,46,336
40655,49,333
40656,49,329
40657,51,331
40658,49,1206
40659,47,335
40660,48,332
40661,47,331
40662,47,333
40663,49,335
40664,47,335
40665,48,328
40666,49,333
40667,49,333
40668,45,335
40669,50,1232
40670,49,328
40671,45,331
40672,45,333
40673,50,333
40674,49,330
40675,47,337
40676,45,333
40677,48,333
40678,47,334
40679,47,333
40680,47,1122
40681,47,330
40682,47,333
40683,47,335
40684,46,333
40685,46,330
40686,49,329
40687,49,335
40688,49,329
40689,46,333
40690,46,334
40691,49,341
40692,49,333
40693,47,333
40694,47,331
40695,48,1010
40696,48,334
40697,49,333
40698,46,331
40699,47,329
40700,47,329
40701,48,334
40702,49,335
40703,49,335
40704,46,336
40705,47,333
40706,49,1112
40707,46,332
40708,45,329
40709,47,333
40710,47,333
40711,48,330
40712,47,333
40713,45,331
40714,48,332
40715,47,337
40716,49,329
40717,48,1163
40718,47,330
40719,49,333
40720,49,333
40721,47,332
40722,49,335
40723,51,329
40724,49,332
40725,47,331
40726,47,335
40727,49,336
40728,51,1152
40729,49,329
40730,49,335
40731,46,332
40732,47,337
40733,49,335
40734,48,332
40735,45,333
40736,45,335
40737,48,334
40738,45,335
40739,47,1160
40740,51,333
40741,48,335
40742,47,330
40743,47,333
40744,47,333
40745,45,333
40746,48,328
40747,49,334
40748,47,337
40749,49,335
40750,46,329
40751,49,752
40752,50,330
40753,45,336
40754,49,331
40755,51,331
40756,44,331
40757,51,332
40758,49,333
40759,49,331
40760,49,329
40761,45,331
40762,48,1090
40763,46,330
40764,47,332
40765,45,333
40766,47,331
40767,48,331
40768,49,332
40769,45,337
40770,45,335
40771,47,327
40772,46,332
40773,49,1197
40774,47,327
40775,48,331
40776,49,332
40777,47,331
40778,49,337
40779,49,335
40780,46,333
40781,48,332
40782,45,333
40783,45,335
40784,51,327
40785,49,758
40786,49,327
40787,50,331
40788,49,330
40789,47,329
40790,47,337
40791,48,333
40792,49,332
40793,49,331
40794,49,335
40795,51,329
40796,48,1022
40797,45,333
40798,48,330
40799,47,336
40800,49,335
40801,43,333
40802,48,331
40803,47,336
40804,47,335
40805,51,337
40806,48,333
40807,47,332
40808,47,756
40809,49,333
40810,49,339
40811,49,333
40812,48,331
40813,49,334
40814,49,331
40815,47,331
40816,45,333
40817,48,338
40818,49,335
40819,51,1071
40820,49,331
40821,49,337
40822,46,336
40823,49,332
40824,49,329
40825,51,333
40826,50,333
40827,47,334
40828,47,329
40829,47,337
40830,48,1130
40831,45,335
40832,45,335
40833,46,332
40834,49,330
40835,47,331
40836,49,331
40837,48,332
40838,51,335
40839,49,333
40840,49,333
40841,47,1097
40842,46,331
40843,49,328
40844,45,333
40845,47,335
40846,50,333
40847,47,336
40848,45,331
40849,43,331
40850,48,331
40851,47,336
40852,47,1349
40853,49,333
40854,51,331
40855,48,335
40856,45,336
40857,47,335
40858,49,331
40859,48,333
40860,49,332
40861,49,333
40862,45,333
40863,49,1162
40864,47,329
40865,48,335
40866,49,332
40867,49,331
40868,47,329
40869,47,333
40870,47,328
40871,47,333
40872,47,327
40873,47,329
40874,48,1189
40875,47,331
40876,43,335
40877,46,336
40878,49,331
40879,45,333
40880,43,331
40881,50,331
40882,46,336
40883,49,329
40884,49,329
40885,45,331
40886,48,758
40887,48,334
40888,47,338
40889,47,335
40890,51,333
40891,48,329
40892,48,332
40893,47,334
40894,47,337
40895,49,335
40896,48,333
40897,49,1000
40898,47,335
40899,44,335
40900,49,334
40901,49,329
40902,47,335
40903,48,332
40904,47,332
40905,45,331
40906,47,337
40907,48,338
40908,49,1214
40909,46,334
40910,49,337
40911,50,327
40912,51,330
40913,47,335
40914,47,333
40915,46,331
40916,49,330
40917,47,331
40918,47,331
40919,47,1217
40920,49,333
40921,48,334
40922,49,331
40923,49,333
40924,47,329
40925,48,328
40926,49,335
40927,45,333
40928,49,335
40929,48,332
40930,49,1115
40931,49,333
40932,47,333
40933,46,336
40934,47,335
40935,45,333
40936,45,333
40937,46,336
40938,49,330
40939,51,323
40940,47,333
40941,48,1197
40942,51,329
40943,49,335
40944,48,336
40945,45,333
40946,45,333
40947,49,331
40948,46,334
40949,45,336
40950,49,327
40951,47,333
40952,49,329
40953,48,756
40954,45,333
40955,48,334
40956,49,331
40957,45,333
40958,49,335
40959,47,337
40960,49,328
40961,47,337
40962,49,331
40963,45,333
40964,47,1059
40965,47,333
40966,47,331
40967,49,335
40968,48,329
40969,49,325
40970,45,337
40971,47,333
40972,50,336
40973,45,333
40974,49,331
40975,45,1203
40976,49,335
40977,45,329
40978,51,335
40979,46,332
40980,49,331
40981,47,337
40982,45,337
40983,46,334
40984,47,331
40985,47,329
40986,45,331
40987,48,758
40988,48,331
40989,47,334
40990,45,329
40991,45,337
40992,49,333
40993,48,336
40994,47,335
40995,49,331
40996,47,329
40997,48,333
40998,51,1082
40999,46,334
41000,47,334
41001,50,332
41002,49,333
41003,49,331
41004,51,344
41005,47,339
41006,45,334
41007,47,339
41008,48,336
41009,47,331
41010,45,335
41011,46,332
41012,47,329
41013,49,1179
41014,47,329
41015,45,331
41016,50,329
41017,45,336
41018,49,333
41019,47,331
41020,48,332
41021,45,332
41022,45,333
41023,49,333
41024,51,1136
41025,49,327
41026,49,331
41027,48,334
41028,47,330
41029,47,329
41030,49,337
41031,46,332
41032,49,330
41033,47,335
41034,47,327
41035,48,1187
41036,47,331
41037,45,329
41038,48,332
41039,51,329
41040,47,335
41041,47,331
41042,46,336
41043,45,333
41044,49,331
41045,49,331
41046,48,1344
41047,50,329
41048,49,330
41049,49,333
41050,49,335
41051,48,332
41052,49,335
41053,47,333
41054,50,333
41055,47,336
41056,47,329
41057,49,1071
41058,46,338
41059,45,334
41060,45,331
41061,45,331
41062,46,334
41063,49,333
41064,47,333
41065,47,331
41066,47,336
41067,49,329
41068,47,1138
41069,51,335
41070,49,333
41071,48,330
41072,49,337
41073,47,335
41074,50,333
41075,47,334
41076,49,329
41077,49,333
41078,47,334
41079,47,1180
41080,51,329
41081,48,336
41082,49,337
41083,47,337
41084,48,332
41085,45,331
41086,49,335
41087,47,331
41088,48,336
41089,47,335
41090,49,1128
41091,48,336
41092,49,329
41093,49,333
41094,51,329
41095,46,336
41096,47,333
41097,49,333
41098,47,337
41099,47,327
41100,48,334
41101,47,1227
41102,47,335
41103,49,331
41104,47,333
41105,46,334
41106,49,327
41107,49,337
41108,45,333
41109,46,336
41110,47,334
41111,49,331
41112,49,331
41113,46,756
41114,49,329
41115,48,334
41116,47,333
41117,47,335
41118,47,329
41119,46,330
41120,45,333
41121,51,333
41122,51,335
41123,48,338
41124,47,1039
41125,49,328
41126,47,331
41127,47,333
41128,49,335
41129,51,333
41130,46,328
41131,47,334
41132,45,337
41133,45,331
41134,49,327
41135,48,1224
41136,46,332
41137,49,333
41138,51,333
41139,49,333
41140,46,333
41141,49,330
41142,47,333
41143,47,335
41144,45,335
41145,46,338
41146,49,1209
41147,50,332
41148,49,339
41149,45,333
41150,47,335
41151,50,334
41152,51,329
41153,47,327
41154,43,333
41155,50,336
41156,45,331
41157,45,1199
41158,49,329
41159,51,333
41160,48,330
41161,47,331
41162,47,333
41163,48,330
41164,47,333
41165,45,329
41166,50,336
41167,49,331
41168,45,1024
41169,45,331
41170,48,333
41171,47,334
41172,45,339
41173,47,333
41174,49,334
41175,49,333
41176,45,335
41177,46,329
41178,49,334
41179,45,1197
41180,46,337
41181,47,333
41182,51,333
41183,46,336
41184,47,329
41185,48,333
41186,49,332
41187,45,337
41188,49,333
41189,47,330
41190,47,996
41191,49,331
41192,44,331
41193,47,330
41194,51,331
41195,45,333
41196,48,330
41197,47,333
41198,45,335
41199,48,334
41200,45,338
41201,49,1195
41202,47,334
41203,45,331
41204,47,331
41205,48,334
41206,47,336
41207,45,337
41208,51,329
41209,48,335
41210,46,332
41211,49,331
41212,47,1191
41213,48,331
41214,49,330
41215,47,327
41216,49,335
41217,45,335
41218,50,334
41219,49,326
41220,49,333
41221,47,335
41222,47,333
41223,46,336
41224,45,697
41225,49,329
41226,51,333
41227,49,333
41228,48,329
41229,51,330
41230,47,329
41231,45,331
41232,46,330
41233,45,331
41234,47,335
41235,47,1035
41236,45,331
41237,48,338
41238,49,329
41239,47,335
41240,46,334
41241,47,335
41242,47,331
41243,46,338
41244,49,331
41245,47,333
41246,46,1041
41247,46,334
41248,49,337
41249,47,337
41250,50,336
41251,49,337
41252,49,331
41253,47,331
41254,46,334
41255,47,329
41256,47,335
41257,48,1191
41258,49,333
41259,45,331
41260,48,338
41261,47,337
41262,43,333
41263,46,334
41264,47,339
41265,47,337
41266,49,337
41267,48,336
41268,47,1180
41269,43,335
41270,49,333
41271,48,336
41272,47,329
41273,47,331
41274,49,337
41275,46,332
41276,47,330
41277,47,333
41278,49,333
41279,45,1343
41280,49,331
41281,49,333
41282,46,336
41283,47,333
41284,51,337
41285,46,334
41286,49,333
41287,47,337
41288,49,337
41289,48,333
41290,49,1088
41291,46,335
41292,47,336
41293,47,335
41294,49,331
41295,47,331
41296,48,329
41297,48,334
41298,47,333
41299,49,333
41300,47,330
41301,45,1183
41302,49,328
41303,47,335
41304,48,334
41305,47,331
41306,47,329
41307,48,330
41308,47,329
41309,45,331
41310,45,331
41311,50,334
41312,47,1128
41313,47,329
41314,48,332
41315,45,331
41316,47,331
41317,48,330
41318,45,333
41319,47,331
41320,49,333
41321,47,335
41322,45,333
41323,47,337
41324,48,334
41325,49,335
41326,50,333
41327,49,807
41328,49,329
41329,45,331
41330,47,329
41331,48,332
41332,45,334
41333,47,329
41334,43,333
41335,49,330
41336,51,329
41337,49,331
41338,48,1175
41339,47,331
41340,47,331
41341,48,332
41342,49,333
41343,47,331
41344,50,333
41345,47,330
41346,49,333
41347,47,333
41348,48,334
41349,49,1172
41350,47,335
41351,44,333
41352,49,334
41353,47,331
41354,49,329
41355,48,335
41356,51,329
41357,49,335
41358,46,333
41359,46,336
41360,47,331
41361,49,691
41362,49,333
41363,49,330
41364,47,333
41365,47,333
41366,48,336
41367,49,327
41368,43,335
41369,48,333
41370,51,337
41371,47,331
41372,46,902
41373,47,329
41374,51,329
41375,45,333
41376,46,332
41377,49,332
41378,45,335
41379,49,331
41380,46,331
41381,47,332
41382,45,333
41383,51,1223
41384,49,333
41385,46,333
41386,47,332
41387,51,331
41388,44,337
41389,45,336
41390,45,333
41391,49,331
41392,48,336
41393,49,331
41394,49,1146
41395,49,331
41396,51,331
41397,48,330
41398,46,332
41399,47,329
41400,51,335
41401,46,332
41402,47,331
41403,46,333
41404,49,328
41405,45,1101
41406,49,331
41407,48,329
41408,47,327
41409,51,333
41410,50,329
41411,47,330
41412,47,337
41413,47,337
41414,48,332
41415,47,331
41416,47,1345
41417,49,329
41418,49,331
41419,46,336
41420,49,331
41421,45,337
41422,48,338
41423,47,335
41424,49,329
41425,50,329
41426,47,334
41427,45,1006
41428,45,333
41429,49,333
41430,46,329
41431,49,334
41432,47,335
41433,45,333
41434,46,336
41435,47,333
41436,47,337
41437,48,334
41438,47,1346
41439,46,334
41440,47,331
41441,49,335
41442,46,332
41443,47,335
41444,49,337
41445,46,336
41446,49,333
41447,49,339
41448,46,336
41449,49,1052
41450,47,333
41451,49,332
41452,49,335
41453,47,331
41454,49,331
41455,45,335
41456,49,333
41457,48,334
41458,47,333
41459,49,333
41460,48,1073
41461,45,331
41462,48,330
41463,49,331
41464,45,335
41465,47,329
41466,51,330
41467,45,331
41468,47,331
41469,48,331
41470,48,330
41471,49,1176
41472,51,331
41473,46,329
41474,49,330
41475,47,329
41476,45,331
41477,46,329
41478,47,339
41479,49,329
41480,51,329
41481,48,334
41482,47,1156
41483,47,329
41484,47,331
41485,45,332
41486,47,335
41487,47,335
41488,51,334
41489,47,335
41490,49,333
41491,46,332
41492,51,331
41493,49,1024
41494,49,333
41495,46,336
41496,49,335
41497,45,335
41498,48,332
41499,45,336
41500,51,331
41501,49,333
41502,46,336
41503,49,333
41504,49,1205
41505,51,333
41506,48,335
41507,49,331
41508,49,335
41509,49,335
41510,48,336
41511,45,333
41512,47,333
41513,51,330
41514,47,333
41515,47,1181
41516,47,336
41517,45,337
41518,48,338
41519,49,335
41520,49,333
41521,46,334
41522,47,329
41523,45,335
41524,46,334
41525,49,337
41526,49,1138
41527,51,331
41528,51,333
41529,46,330
41530,45,340
41531,47,329
41532,46,333
41533,47,334
41534,45,333
41535,47,333
41536,49,334
41537,49,1229
41538,51,331
41539,46,334
41540,47,331
41541,49,333
41542,46,337
41543,49,332
41544,45,335
41545,49,331
41546,47,331
41547,48,332
41548,47,1103
41549,47,331
41550,49,333
41551,48,332
41552,45,337
41553,48,331
41554,51,332
41555,45,335
41556,49,333
41557,49,334
41558,49,331
41559,51,1081
41560,47,331
41561,49,335
41562,48,328
41563,45,331
41564,49,331
41565,49,331
41566,46,330
41567,49,335
41568,47,335
41569,47,337
41570,49,1220
41571,45,334
41572,45,333
41573,45,335
41574,49,330
41575,51,333
41576,45,331
41577,46,332
41578,47,333
41579,51,329
41580,48,329
41581,47,1100
41582,45,331
41583,51,331
41584,46,330
41585,47,329
41586,47,331
41587,47,337
41588,50,334
41589,49,333
41590,47,335
41591,48,334
41592,51,1227
41593,49,331
41594,47,331
41595,48,334
41596,49,335
41597,45,329
41598,49,333
41599,46,330
41600,47,327
41601,49,333
41602,47,333
41603,46,1203
41604,47,329
41605,50,336
41606,49,333
41607,51,331
41608,46,331
41609,49,335
41610,49,335
41611,50,331
41612,49,334
41613,47,335
41614,51,1175
41615,48,336
41616,49,333
41617,45,333
41618,48,334
41619,45,331
41620,45,333
41621,48,332
41622,45,331
41623,49,331
41624,48,331
41625,51,1177
41626,45,333
41627,50,331
41628,45,333
41629,49,331
41630,45,624
41631,48,338
41632,47,332
41633,47,336
41634,48,328
41635,45,333
41636,47,331
41637,45,335
41638,49,335
41639,46,330
41640,47,331
41641,49,746
41642,49,329
41643,48,329
41644,49,328
41645,47,333
41646,45,335
41647,46,331
41648,49,330
41649,49,333
41650,47,335
41651,47,333
41652,49,1023
41653,46,330
41654,49,332
41655,47,335
41656,48,340
41657,49,332
41658,49,329
41659,47,333
41660,46,330
41661,45,334
41662,49,333
41663,49,335
41664,46,748
41665,48,333
41666,49,333
41667,47,331
41668,47,329
41669,48,330
41670,47,329
41671,49,333
41672,49,335
41673,48,332
41674,47,329
41675,45,949
41676,49,333
41677,50,331
41678,49,332
41679,47,331
41680,43,333
41681,46,332
41682,49,331
41683,47,333
41684,50,329
41685,47,338
41686,47,1227
41687,49,333
41688,46,334
41689,47,333
41690,47,337
41691,46,335
41692,49,330
41693,47,335
41694,47,333
41695,48,334
41696,47,331
41697,49,1173
41698,49,330
41699,49,333
41700,47,335
41701,48,332
41702,47,333
41703,51,333
41704,46,330
41705,51,335
41706,49,333
41707,44,333
41708,47,1221
41709,49,329
41710,51,329
41711,48,327
41712,47,329
41713,49,331
41714,47,331
41715,46,334
41716,45,335
41717,45,333
41718,50,333
41719,47,1226
41720,47,334
41721,47,333
41722,51,333
41723,48,334
41724,49,333
41725,49,329
41726,49,333
41727,51,328
41728,49,331
41729,49,335
41730,46,1102
41731,47,330
41732,49,331
41733,47,327
41734,46,336
41735,49,336
41736,47,333
41737,44,335
41738,47,332
41739,49,333
41740,47,335
41741,46,1151
41742,50,330
41743,47,331
41744,49,329
41745,47,331
41746,49,334
41747,47,333
41748,45,333
41749,46,334
41750,47,333
41751,47,337
41752,46,1226
41753,46,332
41754,45,331
41755,49,337
41756,47,334
41757,47,329
41758,45,331
41759,50,329
41760,47,333
41761,45,333
41762,46,332
41763,45,1142
41764,48,336
41765,49,337
41766,49,335
41767,46,334
41768,49,337
41769,51,333
41770,46,334
41771,47,331
41772,47,337
41773,46,336
41774,49,1227
41775,49,335
41776,50,334
41777,49,335
41778,51,329
41779,48,331
41780,47,335
41781,47,335
41782,49,333
41783,48,336
41784,47,333
41785,49,1170
41786,46,329
41787,49,333
41788,49,8243
41789,46,358
41790,43,345
41791,47,344
41792,49,345
41793,51,340
41794,47,347
41795,50,342
41796,49,339
41797,48,340
41798,47,1073
41799,45,346
41800,47,341
41801,46,340
41802,49,345
41803,46,344
41804,49,345
41805,48,340
41806,51,343
41807,47,342
41808,45,345
41809,45,1047
41810,46,342
41811,45,343
41812,48,344
41813,49,345
41814,49,343
41815,47,343
41816,45,343
41817,49,340
41818,47,341
41819,46,340
41820,49,1046
41821,47,341
41822,45,348
41823,45,339
41824,48,342
41825,47,341
41826,44,342
41827,47,343
41828,45,346
41829,47,343
41830,47,345
41831,47,1139
41832,47,340
41833,47,337
41834,49,341
41835,49,341
41836,49,347
41837,45,340
41838,49,341
41839,48,336
41840,47,343
41841,48,346
41842,49,1130
41843,46,338
41844,51,341
41845,50,338
41846,47,347
41847,50,342
41848,49,343
41849,48,348
41850,49,339
41851,46,346
41852,49,345
41853,48,1063
41854,49,345
41855,50,340
41856,47,345
41857,48,344
41858,45,339
41859,49,337
41860,46,344
41861,47,341
41862,46,346
41863,43,343
41864,47,1004
41865,49,344
41866,47,337
41867,46,344
41868,45,343
41869,46,342
41870,47,351
41871,46,344
41872,49,347
41873,49,342
41874,49,339
41875,48,1029
41876,46,344
41877,47,341
41878,46,342
41879,49,345
41880,46,342
41881,45,345
41882,47,346
41883,45,345
41884,47,337
41885,47,344
41886,45,1110
41887,48,340
41888,49,341
41889,48,338
41890,47,343
41891,46,344
41892,49,339
41893,49,339
41894,47,347
41895,46,342
41896,47,339
41897,45,1038
41898,46,342
41899,45,347
41900,46,344
41901,45,341
41902,47,339
41903,49,342
41904,47,339
41905,50,342
41906,47,341
41907,49,346
41908,47,1117
41909,49,341
41910,46,346
41911,47,343
41912,47,344
41913,49,343
41914,46,342
41915,51,343
41916,47,342
41917,47,341
41918,47,339
41919,49,1061
41920,49,341
41921,49,338
41922,47,341
41923,48,336
41924,45,341
41925,46,340
41926,45,346
41927,49,344
41928,49,345
41929,49,337
41930,47,1134
41931,49,344
41932,45,345
41933,47,341
41934,46,346
41935,45,337
41936,48,344
41937,49,347
41938,48,340
41939,49,343
41940,51,342
41941,45,1154
41942,47,347
41943,49,337
41944,48,342
41945,45,640
41946,49,353
41947,47,347
41948,48,346
41949,51,346
41950,47,343
41951,46,340
41952,49,345
41953,48,342
41954,47,343
41955,50,344
41956,45,802
41957,49,342
41958,47,345
41959,48,344
41960,47,345
41961,46,340
41962,45,343
41963,48,344
41964,49,339
41965,49,339
41966,48,344
41967,47,1052
41968,47,342
41969,49,339
41970,47,348
41971,47,337
41972,45,341
41973,47,344
41974,49,341
41975,48,340
41976,49,341
41977,43,345
41978,48,1073
41979,45,341
41980,48,340
41981,45,339
41982,49,346
41983,47,338
41984,49,345
41985,46,342
41986,45,345
41987,49,340
41988,47,345
41989,45,1079
41990,49,337
41991,51,342
41992,47,339
41993,49,347
41994,47,348
41995,47,347
41996,48,342
41997,49,345
41998,48,344
41999,51,343
42000,45,1079
42001,49,341
42002,47,344
42003,49,343
42004,49,344
42005,47,343
42006,47,348
42007,47,340
42008,49,343
42009,46,336
42010,49,341
42011,44,1079
42012,49,341
42013,48,344
42014,45,347
42015,48,346
42016,45,347
42017,46,344
42018,47,341
42019,48,342
42020,47,345
42021,49,346
42022,49,1018
42023,48,340
